Rank,Release Group,Worldwide,Domestic,Foreign,Year,Domestic %,Foreign %
5092,Age of Uprising: The Legend of Michael Kohlhaas,813550,3313,810237,2013,0.004072275828160531,0.9959277241718395
5093,The Heiresses,811196,78473,732723,2018,0.09673740994778081,0.9032625900522192
5094,Bangistan,810419,48694,761725,2015,0.06008496839289306,0.939915031607107
5095,So Close,810243,76584,733659,2002,0.094519792210485,0.905480207789515
5096,Bill W.,809590,809590,0,2012,1.0,0.0
5097,Joni 75: A Birthday Celebration,808831,752205,56626,2019,0.9299903193621412,0.07000968063785884
5098,Breathing,807436,4630,802806,2011,0.005734200605373057,0.9942657993946269
5099,Behind the Sun,805755,19861,785894,2001,0.02464893174724327,0.9753510682527567
5100,V/H/S/2,805574,21833,783741,2013,0.027102413930936202,0.9728975860690638
5101,About Adam,802951,159668,643283,2001,0.19885148657888216,0.8011485134211178
5102,Mean Creek,802948,603951,198997,2004,0.7521670145513781,0.24783298544862184
5103,The Tillman Story,802535,802535,0,2010,1.0,0.0
5104,The Wrecking Crew!,801606,801606,0,2015,1.0,0.0
5105,My Mother Likes Women 2004 Re-release,801048,82916,718132,2004,0.10350940268248594,0.896490597317514
5106,The Whistlers,799694,55608,744086,2019,0.06953659774863885,0.9304634022513611
5107,Chunhyang,798977,798977,0,2000,1.0,0.0
5108,Red Army,798680,694600,104080,2015,0.8696849802173586,0.13031501978264134
5109,Wakefield,798214,262599,535615,2017,0.32898320500517403,0.6710167949948259
5110,Twin Sisters 2004 Re-release,794365,1563,792802,2004,0.001967609348347422,0.9980323906516526
5111,Vita & Virginia,793439,42741,750698,2019,0.05386803522387985,0.9461319647761202
5112,Tickled,790519,613956,176563,2016,0.7766492645970559,0.22335073540294414
5113,Thin Ice,790421,790421,0,2012,1.0,0.0
5114,Lootera,789671,581813,207858,2013,0.7367789877050063,0.26322101229499373
5115,Momentum,789406,0,789406,2015,0.0,1.0
5116,Trembling Before G-d,788896,788896,0,2001,1.0,0.0
5117,Chonda Pierce: Unashamed,787979,787979,0,2019,1.0,0.0
5118,George Takei's Allegiance,784850,784850,0,2017,1.0,0.0
5119,Life During Wartime,783232,281447,501785,2010,0.3593405274554666,0.6406594725445334
5120,Party Monster,782606,742898,39708,2003,0.9492618252351758,0.05073817476482419
5121,The Paris Opera,781039,55482,725557,2017,0.07103614544216102,0.928963854557839
5122,Futuro Beach,779835,20262,759573,2014,0.025982419357941103,0.9740175806420589
5123,Panic,779137,779137,0,2000,1.0,0.0
5124,Foolproof,779036,458990,320046,2003,0.5891768801441782,0.4108231198558218
5125,Mrs. Hyde,778142,18627,759515,2018,0.023937790274782753,0.9760622097252173
5126,Enter the Void,775385,336467,438918,2010,0.43393539983363105,0.566064600166369
5127,The D Train,774780,673151,101629,2015,0.8688285706910349,0.13117142930896514
5128,New Waterford Girl,774469,774469,0,2000,1.0,0.0
5129,Morvern Callar,772336,267907,504429,2002,0.34687881958111494,0.653121180418885
5130,The Church,772000,772000,0,2019,1.0,0.0
5131,The Girl Next Door,771792,771792,0,2000,1.0,0.0
5132,Grand Masti,770535,413903,356632,2013,0.5371631398963058,0.4628368601036942
5133,Pariah,769552,769552,0,2011,1.0,0.0
5134,Passion of Mind,769272,769272,0,2000,1.0,0.0
5135,The Lord of the Rings: The Fellowship of the Ring 2011 Re-release,768580,768580,0,2011,1.0,0.0
5136,Theeb,768449,283024,485425,2015,0.3683055088886836,0.6316944911113165
5137,Yalom's Cure,766974,1164,765810,2014,0.0015176524888718523,0.9984823475111282
5138,Lo and Behold: Reveries of the Connected World,765796,594912,170884,2016,0.7768544103129293,0.2231455896870707
5139,Fat Girl,765705,725854,39851,2001,0.9479551524412143,0.052044847558785697
5140,DanTDM Presents The Contest,765363,307484,457879,2019,0.4017492353301636,0.5982507646698364
5141,Patterns of Evidence: Moses Controversy,765361,765361,0,2019,1.0,0.0
5142,The Polar Express 2016 IMAX Release,765154,765154,0,2016,1.0,0.0
5143,The Lord of the Rings: The Two Towers 2011 Re-release,764607,764607,0,2011,1.0,0.0
5144,Kahlil Gibran's The Prophet,764498,355343,409155,2015,0.4648056633241683,0.5351943366758317
5145,The Invisibles,764250,407373,356877,2018,0.5330363101079489,0.466963689892051
5146,Texas Rangers,763740,623374,140366,2001,0.8162123235656114,0.18378767643438867
5147,Pick of the Litter,763688,578717,184971,2018,0.7577924492724778,0.24220755072752223
5148,Broken Wings,760318,421454,338864,2003,0.5543128006965506,0.44568719930344936
5149,The Shining 2017 Re-release,760309,421572,338737,2017,0.5544745623161109,0.445525437683889
5150,Museo,759626,148505,611121,2018,0.19549752114856522,0.8045024788514348
5151,Bombay Velvet,758478,450692,307786,2015,0.59420576470247,0.40579423529753006
5152,Uzak,757008,96293,660715,2003,0.12720209033458035,0.8727979096654197
5153,Boundaries,755977,703438,52539,2018,0.9305018538923803,0.06949814610761967
5154,I Love Lucy: A Colorized Celebration,754323,754323,0,2019,1.0,0.0
5155,Middle Men,754301,754301,0,2010,1.0,0.0
5156,The Passenger 2005 Re-release,751607,620155,131452,2005,0.825105407480239,0.174894592519761
5157,Tommy's Honour,751345,569306,182039,2017,0.7577158296122287,0.24228417038777125
5158,Little Secrets,750582,405792,344790,2002,0.5406364661023046,0.4593635338976954
5159,A Five Star Life 2014 Re-release,749653,306917,442736,2014,0.4094120879927113,0.5905879120072887
5160,Cronicas,749607,300322,449285,2005,0.40063926830992774,0.5993607316900723
5161,Hobo with a Shotgun,748453,703372,45081,2011,0.9397677609682906,0.060232239031709406
5162,Arthur Newman,747140,207853,539287,2013,0.27819819578659954,0.7218018042134005
5163,The Bride of Humpty Sharma,746788,380011,366777,2014,0.5088606137216988,0.4911393862783012
5164,Holy Rollers,744266,303064,441202,2010,0.40719850161098314,0.5928014983890169
5165,C.S.A.: The Confederate States of America,744165,672156,72009,2005,0.9032351696196408,0.0967648303803592
5166,Saturday's Warrior,744046,744046,0,2016,1.0,0.0
5167,Fade to Black,742076,728921,13155,2004,0.9822727052215676,0.0177272947784324
5168,Scarface 2003 Re-release,739905,739905,0,2003,1.0,0.0
5169,"Kumiko, The Treasure Hunter",739623,623383,116240,2015,0.8428388516852504,0.15716114831474953
5170,Forks Over Knives,739561,739561,0,2011,1.0,0.0
5171,Vicky Donor,739085,549001,190084,2012,0.7428117198968995,0.25718828010310046
5172,Kadosh,736812,736812,0,2000,1.0,0.0
5173,Ramen Shop,734752,88455,646297,2018,0.12038755933975001,0.87961244066025
5174,Wiener-Dog,734729,477453,257276,2016,0.6498355175853955,0.35016448241460457
5175,David Crosby: Remember My Name,732793,732793,0,2019,1.0,0.0
5176,Once I Was a Beehive,732655,732655,0,2015,1.0,0.0
5177,Tabloid,731925,696921,35004,2011,0.9521754278102265,0.04782457218977354
5178,The Polar Express 2018 Re-release,731018,731018,0,2018,1.0,0.0
5179,Slaughterhouse Rulez,730762,4665,726097,2018,0.006383747376026668,0.9936162526239734
5180,How I Ended This Summer,730412,8733,721679,2010,0.011956265778765957,0.988043734221234
5181,Land Ho!,727594,727594,0,2014,1.0,0.0
5182,Peggy Guggenheim: Art Addict,727591,498428,229163,2015,0.6850387099345648,0.3149612900654351
5183,Liz and the Blue Bird,726454,63204,663250,2018,0.08700344412722623,0.9129965558727737
5184,Bullett Raja,725588,0,725588,2013,0.0,1.0
5185,May It Last,725286,725286,0,2017,1.0,0.0
5186,A Tale of Love and Darkness,724885,572212,152673,2015,0.7893831435331121,0.21061685646688785
5187,Levity,723040,209695,513345,2003,0.2900185328612525,0.7099814671387475
5188,The Act of Killing,722714,486919,235795,2013,0.6737367755432992,0.3262632244567007
5189,Where's My Roy Cohn?,722603,705274,17329,2019,0.9760186437089245,0.023981356291075458
5190,Singham,722451,350864,371587,2011,0.4856578508438635,0.5143421491561365
5191,12 Days,722049,5204,716845,2017,0.007207267096831379,0.9927927329031686
5192,Effie Gray,721143,352534,368609,2014,0.4888544990383322,0.5111455009616678
5193,Revive Us 2,718607,718607,0,2017,1.0,0.0
5194,Garage Days,716888,32500,684388,2002,0.045334836125029296,0.9546651638749707
5195,The Shining 2012 Re-release,715736,342749,372987,2012,0.4788762895816335,0.5211237104183666
5196,Passion,713616,92181,621435,2013,0.12917451402434924,0.8708254859756508
5197,Gerhard Richter Painting,713188,242646,470542,2011,0.34022726125509684,0.6597727387449032
5198,Shanghai Ghetto,712446,712446,0,2002,1.0,0.0
5199,Shootout at Wadala,711366,369573,341793,2013,0.5195258137161461,0.48047418628385385
5200,The Polar Express 2011 IMAX Release,711168,711168,0,2011,1.0,0.0
5201,Extraction,710636,16775,693861,2015,0.023605615251690037,0.97639438474831
5202,Inside Deep Throat,709832,691880,17952,2005,0.974709508728826,0.025290491271174026
5203,Kaal,709777,345091,364686,2005,0.4861963687186257,0.5138036312813743
5204,Muscle Shoals,709415,696241,13174,2013,0.9814297695988948,0.018570230401105135
5205,Paris Countdown,708757,1055,707702,2013,0.001488521453756365,0.9985114785462437
5206,Gori Tere Pyaar Mein!,708440,342184,366256,2013,0.48301055841002766,0.5169894415899723
5207,HBO Boxing: Canelo Alvarez vs. Gennady Golovkin II,707875,707875,0,2018,1.0,0.0
5208,Passione,707460,255355,452105,2010,0.3609462019054081,0.639053798094592
5209,Palindromes,707269,553368,153901,2005,0.7824010383602279,0.21759896163977213
5210,Bread and Roses,706876,533479,173397,2001,0.7546995512650027,0.24530044873499737
5211,The Lost Medallion: The Adventures of Billy Stone,705854,549632,156222,2013,0.7786766101771755,0.22132338982282454
5212,Itzhak,704968,607290,97678,2018,0.8614433562941864,0.1385566437058136
5213,Blaze,704955,704955,0,2018,1.0,0.0
5214,Bully,704808,480811,223997,2001,0.6821872055935801,0.3178127944064199
5215,Crossing the Bridge: The Sound of Istanbul,704094,70685,633409,2005,0.1003914250085926,0.8996085749914075
5216,Countdown to Canelo vs. Golovkin,703396,703396,0,2017,1.0,0.0
5217,Buena Vista Social Club: Adios,701575,123445,578130,2017,0.1759541032676478,0.8240458967323522
5218,Le Quattro Volte,701334,152530,548804,2010,0.21748553470956777,0.7825144652904322
5219,56 Up,701278,701278,0,2013,1.0,0.0
5220,Our Children,700215,23203,677012,2012,0.033136965075012674,0.9668630349249874
5221,The Greatest Movie Ever Sold,698249,638476,59773,2011,0.914395867376824,0.08560413262317597
5222,Look What's Happened Now,696718,336909,359809,2004,0.48356580424217543,0.5164341957578246
5223,Himmatwala,696334,270880,425454,2013,0.3890087228255406,0.6109912771744593
5224,Frankie & Alice 2014 Re-release,695876,695876,0,2014,1.0,0.0
5225,Deewane Huye Paagal,695849,364357,331492,2005,0.5236150371704206,0.47638496282957943
5226,Frankie,695680,171781,523899,2019,0.24692531048758048,0.7530746895124195
5227,The Least of These: The Graham Staines Story,695164,607015,88149,2019,0.8731968283743117,0.12680317162568833
5228,The Congress 2013 Re-release,695131,137815,557316,2013,0.19825759461166312,0.8017424053883369
5229,Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,695130,695130,0,2018,1.0,0.0
5230,The Secret Scripture,694981,0,694981,2017,0.0,1.0
5231,In the Aisles,694586,28394,666192,2018,0.04087902721909166,0.9591209727809084
5232,Raise Hell: The Life & Times of Molly Ivins,694410,694410,0,2019,1.0,0.0
5233,Chris Brown: Welcome To My Life,693984,693984,0,2017,1.0,0.0
5234,Titanic 2017 Re-release,693303,691642,1661,2017,0.9976042221077941,0.002395777892205861
5235,Close Your Eyes,691495,41392,650103,2004,0.059858711921272026,0.940141288078728
5236,Ferrari Ki Sawaari,689861,434107,255754,2012,0.6292673451608367,0.37073265483916323
5237,"The Prize Winner of Defiance, Ohio",689028,627844,61184,2005,0.9112024475057617,0.08879755249423826
5238,Romeo Akbar Walter,688719,236299,452420,2019,0.34309929013138885,0.6569007098686112
5239,Happy Accidents,688523,688523,0,2001,1.0,0.0
5240,Cobain: Montage of Heck,687649,0,687649,2015,0.0,1.0
5241,Vettai,687636,204373,483263,2012,0.29721102443734765,0.7027889755626523
5242,The Caveman's Valentine,687194,687194,0,2001,1.0,0.0
5243,Mr. Church,685780,685780,0,2016,1.0,0.0
5244,Spun,685608,411119,274489,2003,0.5996414860970117,0.4003585139029883
5245,Bethany Hamilton: Unstoppable,684078,590671,93407,2019,0.8634556293288193,0.13654437067118078
5246,Stefan Zweig: Farewell to Europe 2017 Re-release,683063,78372,604691,2017,0.11473612243672984,0.8852638775632702
5247,Masti,683021,308566,374455,2004,0.45176649034217103,0.548233509657829
5248,Brigsby Bear,681632,532669,148963,2017,0.7814612576874325,0.21853874231256748
5249,"Right Now, Wrong Then",680728,24470,656258,2015,0.035946809885886874,0.9640531901141132
5250,3 Generations,680351,155936,524415,2016,0.2291993397525689,0.7708006602474311
5251,A Matter of Faith,680113,680113,0,2014,1.0,0.0
5252,I Spit on Your Grave 2,678604,809,677795,2013,0.0011921533029572474,0.9988078466970427
5253,All I See Is You,678150,217644,460506,2017,0.32093784560937844,0.6790621543906216
5254,Baaghi,676602,438207,238395,2016,0.6476584461766297,0.3523415538233703
5255,Tyrannosaur,676111,22321,653790,2011,0.03301380986258173,0.9669861901374183
5256,Manderlay,674918,78378,596540,2005,0.11612966315908006,0.88387033684092
5257,5 to 7,674579,162685,511894,2015,0.24116523046225868,0.7588347695377413
5258,Beyond the Hills,673493,124919,548574,2012,0.18547928486264892,0.8145207151373511
5259,The Trump Prophecy,671198,671198,0,2018,1.0,0.0
5260,Anna and the Apocalypse,670430,545597,124833,2018,0.8138015900243127,0.18619840997568723
5261,The Polar Express 2012 IMAX Release,669289,669289,0,2012,1.0,0.0
5262,Bright Days Ahead 2013 Re-release,669085,21770,647315,2013,0.03253697213358542,0.9674630278664146
5263,The Torn Poster Let Out a Hero,669070,410526,258544,2013,0.6135770547177425,0.38642294528225746
5264,Travelers and Magicians,668639,506793,161846,2004,0.7579471134648144,0.24205288653518564
5265,Tai Chi 2: The Hero Rises,668484,35067,633417,2012,0.05245750085267561,0.9475424991473244
5266,Girlfriend Boyfriend,667626,64414,603212,2012,0.09648216216863933,0.9035178378313606
5267,Alias Betty,667087,208400,458687,2001,0.31240302988965457,0.6875969701103454
5268,Balzac and the Little Chinese Seamstress 2005 Re-release,666327,666327,0,2005,1.0,0.0
5269,A Bottle in the Gaza Sea,666011,5872,660139,2012,0.008816671196121385,0.9911833288038786
5270,Mr. Gaga: A True Story of Love and Dance,665617,173994,491623,2016,0.2614025783596272,0.7385974216403728
5271,Stockholm,665527,292590,372937,2019,0.43963655869709267,0.5603634413029073
5272,The Stanford Prison Experiment,663114,660561,2553,2015,0.9961499832607967,0.0038500167392032138
5273,Yes,661946,396760,265186,2005,0.5993842398020383,0.40061576019796175
5274,Max,660763,539879,120884,2002,0.8170539209973924,0.1829460790026076
5275,City of Gold,660445,640979,19466,2016,0.9705259332722634,0.0294740667277366
5276,Camille Claudel 1915,660355,35296,625059,2013,0.05345003823700888,0.9465499617629911
5277,Another Happy Day,659937,8464,651473,2011,0.012825466673333969,0.987174533326666
5278,La femme du Vème,659769,113800,545969,2011,0.1724846120384559,0.8275153879615441
5279,Dragon Ball Z: Broly - The Legendary Super Saiyan,658982,658982,0,2018,1.0,0.0
5280,Madame Bovary,658532,44235,614297,2015,0.06717213438375053,0.9328278656162495
5281,Terri,655802,655802,0,2011,1.0,0.0
5282,Dekalog,655720,655720,0,2000,1.0,0.0
5283,The Patience Stone,654587,148671,505916,2013,0.22712183407247624,0.7728781659275238
5284,No Problem,654369,285468,368901,2010,0.4362492721996305,0.5637507278003695
5285,Whisky Galore,653866,20991,632875,2017,0.032102907935265025,0.967897092064735
5286,Ponyo 2018 Re-release,653072,653072,0,2018,1.0,0.0
5287,Rascals,652756,273829,378927,2011,0.4194967185288224,0.5805032814711776
5288,In Secret,652228,444179,208049,2013,0.6810179875748972,0.3189820124251029
5289,Salinger,650675,583633,67042,2013,0.8969654589464786,0.10303454105352135
5290,Metropolis 2002 Re-release,650422,650422,0,2002,1.0,0.0
5291,The Extra Man,649626,453377,196249,2010,0.6979046405162355,0.3020953594837645
5292,The Family Fang,649555,262921,386634,2016,0.4047709585793351,0.5952290414206649
5293,Jodorowsky's Dune,647280,647280,0,2014,1.0,0.0
5294,American Masters: The Life and Times of Allen Ginsberg 2004 Re-release,646951,646951,0,2004,1.0,0.0
5295,Storage 24,646175,72,646103,2012,0.00011142492358881108,0.9998885750764112
5296,Miss Minoes 2004 Re-release,645970,256770,389200,2004,0.3974952397170147,0.6025047602829853
5297,Focus,645418,645418,0,2001,1.0,0.0
5298,The Public,644740,573503,71237,2019,0.889510500356733,0.11048949964326706
5299,Dracula 3D,643758,8139,635619,2012,0.012642949679848638,0.9873570503201513
5300,The Inheritance 2003 Re-release,642318,68215,574103,2003,0.10620128970385385,0.8937987102961461
5301,Love and Honor,641929,19684,622245,2012,0.030663827308004467,0.9693361726919956
5302,Dust to Glory,640013,640013,0,2005,1.0,0.0
5303,Museum Hours,639121,561457,77664,2012,0.87848310413834,0.12151689586166
5304,Aquarela,638907,307346,331561,2019,0.48104966763550877,0.5189503323644913
5305,Beautiful Boxer,638317,133920,504397,2003,0.20980171294200217,0.7901982870579979
5306,Jack Goes Boating,637479,541992,95487,2010,0.8502115363800219,0.14978846361997808
5307,Welcome to Me,636819,608852,27967,2015,0.9560832826910001,0.04391671730899989
5308,The Virginity Hit,636706,636706,0,2010,1.0,0.0
5309,Not Fade Away,636399,610792,25607,2012,0.9597626646176377,0.04023733538236232
5310,Elsa & Fred,635901,285863,350038,2014,0.4495401013679802,0.5504598986320197
5311,Batti Gul Meter Chalu,635869,249539,386330,2018,0.39243775054295776,0.6075622494570423
5312,Goya in Bordeaux,635361,635361,0,2000,1.0,0.0
5313,The Last Lions,635325,635325,0,2011,1.0,0.0
5314,Kaboom,635162,118919,516243,2010,0.18722625094070489,0.8127737490592951
5315,A Beautiful Life,634784,66171,568613,2011,0.10424175782628421,0.8957582421737158
5316,Dinner Rush,634566,634566,0,2001,1.0,0.0
5317,No One Killed Jessica,634297,440525,193772,2011,0.6945090391409703,0.30549096085902977
5318,The Black Prince,632823,0,632823,2017,0.0,1.0
